epoch,loss,lr 0,val_loss
39,0.016704522778722534,0.17071214258474882,0.023645927883368775
40,0.016572945998777386,0.1649465575927767,0.024251773349587755
41,0.01627804527300537,0.15878058630298586,0.023352205312051382
42,0.016067083916654717,0.15225224397877132,0.023374790590525864
43,0.01605920644934936,0.14540178002145598,0.022581099562737114
44,0.01584983039647341,0.13827142981934717,0.022491665466449356
45,0.015615007287646301,0.13090515435252287,0.022168817927601035
46,0.015485001773112439,0.12334836915877127,0.022245267740546023
47,0.015424825156113733,0.11564766433169789,0.02193664611686495
48,0.01524901602330596,0.10785051727730587,0.02188618801664236
0,0.03754365485953631,0.1951058963469339,0.029734622965801386
1,0.02233627203455894,0.18090265435252287,0.025199089501229604
2,0.019125719553175262,0.15878058630298586,0.02279250342584682
3,0.017116959260906593,0.13090515435252287,0.02168355243480265
4,0.016228715912670985,0.100005,0.02123989200595757
5,0.015385114555046013,0.06910484564747714,0.0203023025106425
6,0.014659975207042555,0.04122941369701416,0.022076910066690082
7,0.014579516576534985,0.01910734564747714,0.019650221834809255
8,0.014324319931953848,0.004904103653066122,0.019624287264881437
9,0.01430665975919247,1e-05,0.020493221367033493
10,0.01585370232366595,0.1987688956178108,0.020022626288067967
11,0.01482829135406354,0.1951058963469339,0.023564549934053956
12,0.014249565200168528,0.18910119738621584,0.022973323716988736
13,0.013439160717521296,0.18090265435252287,0.018097977483751918
14,0.013204618726092765,0.17071214258474882,0.01790991549071231
15,0.01275365658017785,0.15878058630298586,0.023955516454454817
16,0.012554126367300897,0.14540178002145598,0.01742435772287801
17,0.01215763505814331,0.13090515435252287,0.017170691839477368
18,0.012021208724990932,0.11564766433169789,0.016538938753622726
19,0.011863578620066624,0.100005,0.01614068305245287
20,0.011646453659993866,0.08436233566830209,0.01611323620743139
21,0.012224900550471984,0.06910484564747714,0.016724897978218863
22,0.011863992942119655,0.05460821997854402,0.01638082155906723
23,0.011443766273799479,0.04122941369701416,0.01634356789894755
24,0.01128277757106058,0.029297857415251188,0.015738463435702937
25,0.0111780191019821,0.01910734564747714,0.015747644555316007
26,0.011291588595186506,0.010908802613784163,0.015635272829405536
27,0.0111931337108619,0.004904103653066122,0.015538949061863292
28,0.011170640307945815,0.0012411043821892098,0.015562634506353416
29,0.010969907131844333,1e-05,0.015816321545408255
30,0.012168344177392333,0.19969174878664414,0.016107214647263956
31,0.011608161927012113,0.1987688956178108,0.01599340458537575
32,0.011523976582303594,0.19723713019016567,0.015188740222642844
33,0.011242816394869473,0.1951058963469339,0.01676648248107802
34,0.011142744082629531,0.19238833385346613,0.015104150218410682
35,0.01098751385488928,0.18910119738621584,0.014984130116174941
36,0.01067411906559305,0.18526475323458746,0.01473925931337394
37,0.010559343548640113,0.18090265435252287,0.01503064724944179
38,0.010513340664619078,0.17604179453017513,0.01434195900284813
0,0.06674598854196032,0.1951058963469339,0.05577816928451198
1,0.03640014939010143,0.18090265435252287,0.04500668791315502
2,0.030477581567988046,0.15878058630298586,0.03812254931861326
3,0.027312064514900758,0.13090515435252287,0.035979817214972364
4,0.028088559522185214,0.100005,0.034678126761963836
5,0.025289775773363058,0.06910484564747714,0.0340440159714653
6,0.024033844006244726,0.04122941369701416,0.03309547456627029
7,0.02344423743688882,0.01910734564747714,0.031584364382963526
8,0.02284063120029149,0.004904103653066122,0.03170680168300793
9,0.02291324486386687,1e-05,0.031324276974670905
10,0.025361335706089522,0.1987688956178108,0.03345621631775711
11,0.02400279422708326,0.1951058963469339,0.0315310925133805
12,0.02293342361133855,0.18910119738621584,0.030875243585640356
0,0.06694532917236964,0.1951058963469339,0.05516875396828699
0,0.06906257826599765,0.1951058963469339,0.054277040166524876
